mir	disease	pmid
mir-28	Diabetes Mellitus, Type 2	30195754
mir-29a	Diabetes Mellitus, Type 2	30195754
mir-9	Diabetes Mellitus, Type 2	30195754
mir-132	Sepsis	30202206
mir-223	Sepsis	30202206
mir-194	Ischemic Diseases [unspecific]	30232383
let-7a	Parkinson Disease	30267378
mir-7	Parkinson Disease	30267378
mir-182	Hyperactivity Disorder	30270454
mir-183	Hyperactivity Disorder	30270454
mir-211	Hyperactivity Disorder	30270454
mir-471	Hyperactivity Disorder	30270454
mir-101	Heart Diseases [unspecific]	30308506
mir-140	Heart Diseases [unspecific]	30308506
mir-150	Heart Diseases [unspecific]	30308506
mir-320a	Heart Diseases [unspecific]	30308506
mir-342	Heart Diseases [unspecific]	30308506
mir-744	Heart Diseases [unspecific]	30308506
mir-146a	Metabolic Syndrome	30309709
mir-15a	Metabolic Syndrome	30309709
mir-423	Metabolic Syndrome	30309709
mir-520c	Metabolic Syndrome	30309709
mir-523	Metabolic Syndrome	30309709
mir-210	Myasthenia Gravis	30316681
mir-324	Myasthenia Gravis	30316681
mir-146a	Behcet Disease	30317557
mir-155	Behcet Disease	30317557
mir-497	Nasopharyngeal Neoplasms	30340457
mir-17	Rheumatoid Arthritis	30348222
mir-18	Rheumatoid Arthritis	30348222
mir-19a	Rheumatoid Arthritis	30348222
mir-19b-1	Rheumatoid Arthritis	30348222
mir-20a	Rheumatoid Arthritis	30348222
mir-92-1	Rheumatoid Arthritis	30348222
mir-150	Leukemia, Lymphocytic, Chronic, B-Cell	17327404
mir-92	Leukemia, Lymphocytic, Chronic, B-Cell	17327404
mir-141	Thyroid Neoplasms	17355635
mir-181a-1	Thyroid Neoplasms	17355635
let-7c	Muscle Atrophy	17942673
let-7e	Muscle Atrophy	17942673
let-7i	Muscle Atrophy	17942673
mir-100	Muscle Atrophy	17942673
mir-103a-1	Muscle Atrophy	17942673
mir-103a-2	Muscle Atrophy	17942673
mir-107	Muscle Atrophy	17942673
mir-125a	Muscle Atrophy	17942673
mir-126	Muscle Atrophy	17942673
mir-130a	Muscle Atrophy	17942673
mir-132	Muscle Atrophy	17942673
mir-140	Muscle Atrophy	17942673
mir-143	Muscle Atrophy	17942673
mir-145	Muscle Atrophy	17942673
mir-146a	Muscle Atrophy	17942673
mir-146b	Muscle Atrophy	17942673
mir-148a	Muscle Atrophy	17942673
mir-151a	Muscle Atrophy	17942673
mir-154	Muscle Atrophy	17942673
mir-155	Muscle Atrophy	17942673
mir-195	Muscle Atrophy	17942673
mir-199a-1	Muscle Atrophy	17942673
mir-199a-2	Muscle Atrophy	17942673
mir-199b	Muscle Atrophy	17942673
mir-19b-1	Muscle Atrophy	17942673
mir-19b-2	Muscle Atrophy	17942673
mir-21	Muscle Atrophy	17942673
mir-210	Muscle Atrophy	17942673
mir-214	Muscle Atrophy	17942673
mir-22	Muscle Atrophy	17942673
mir-221	Muscle Atrophy	17942673
mir-222	Muscle Atrophy	17942673
mir-223	Muscle Atrophy	17942673
mir-28	Muscle Atrophy	17942673
mir-299	Muscle Atrophy	17942673
mir-29c	Muscle Atrophy	17942673
mir-30a	Muscle Atrophy	17942673
mir-320a	Muscle Atrophy	17942673
mir-335	Muscle Atrophy	17942673
mir-34a	Muscle Atrophy	17942673
mir-362	Muscle Atrophy	17942673
mir-376c	Muscle Atrophy	17942673
mir-379	Muscle Atrophy	17942673
mir-381	Muscle Atrophy	17942673
mir-432	Muscle Atrophy	17942673
mir-452	Muscle Atrophy	17942673
mir-487b	Muscle Atrophy	17942673
mir-495	Muscle Atrophy	17942673
mir-497	Muscle Atrophy	17942673
mir-501	Muscle Atrophy	17942673
mir-99b	Muscle Atrophy	17942673
mir-155	Myeloproliferative Neoplasms	18299402
mir-223	Ovarian Neoplasms	18442408
mir-181a-2	Leukemia, Myeloid, Acute	18450603
mir-181c	Leukemia, Myeloid, Acute	18450603
mir-181d	Leukemia, Myeloid, Acute	18450603
mir-127	Leukemia, Myeloid, Acute	18478077
mir-154	Leukemia, Myeloid, Acute	18478077
mir-299	Leukemia, Myeloid, Acute	18478077
mir-323a	Leukemia, Myeloid, Acute	18478077
mir-370	Leukemia, Myeloid, Acute	18478077
mir-141	Ovarian Neoplasms	18589210
mir-200a	Ovarian Neoplasms	18589210
mir-200b	Ovarian Neoplasms	18589210
mir-200c	Ovarian Neoplasms	18589210
mir-203	Ovarian Neoplasms	18589210
mir-205	Ovarian Neoplasms	18589210
mir-21	Ovarian Neoplasms	18589210
mir-214	Ovarian Neoplasms	18589210
mir-146a	Diabetes Mellitus, Type 2	18633110
mir-34c	Prostate Neoplasms	18668526
mir-521-1	Prostate Neoplasms	18668526
mir-521-2	Prostate Neoplasms	18668526
mir-1-1	Hypertension	18690400
mir-1-2	Hypertension	18690400
mir-133a-1	Hypertension	18690400
mir-133a-2	Hypertension	18690400
mir-155	Hypertension	18690400
mir-208b	Hypertension	18690400
mir-335	Multiple Myeloma	18700954
mir-342	Multiple Myeloma	18700954
mir-561	Multiple Myeloma	18700954
mir-10a	Myeloproliferative Neoplasms	18773208
mir-126	Myeloproliferative Neoplasms	18773208
mir-17	Myeloproliferative Neoplasms	18773208
mir-20a	Myeloproliferative Neoplasms	18773208
mir-205	Urinary Bladder Cancer	18799331
mir-21	Urinary Bladder Cancer	18799331
mir-125b-1	Ovarian Neoplasms	18823650
mir-125b-2	Ovarian Neoplasms	18823650
mir-130a	Ovarian Neoplasms	18823650
mir-30c-1	Ovarian Neoplasms	18823650
mir-30c-2	Ovarian Neoplasms	18823650
mir-335	Ovarian Neoplasms	18823650
mir-205	Head And Neck Neoplasms	19043531
mir-155	Pancreatic Neoplasms	19106647
mir-638	Leukemia	19440243
mir-92a	Leukemia	19440243
mir-143	Endometriosis	19692421
mir-155	Pancreatic Adenocarcinoma	19723895
mir-21	Pancreatic Adenocarcinoma	19723895
mir-210	Pancreatic Adenocarcinoma	19723895
mir-155	Stroke	19724284
mir-298	Stroke	19724284
mir-362	Stroke	19724284
mir-182	Sepsis	19823581
mir-342	Sepsis	19823581
mir-486	Sepsis	19823581
mir-29a	Colorectal Carcinoma	19876917
mir-92a-1	Colorectal Carcinoma	19876917
mir-92a-2	Colorectal Carcinoma	19876917
mir-31	Squamous Cell Carcinoma, Oral	20233326
mir-106a	Gastric Neoplasms	20349219
mir-17	Gastric Neoplasms	20349219
mir-155	Leukemia, Lymphocytic, Chronic, B-Cell	20393129
mir-15a	Leukemia, Lymphocytic, Chronic, B-Cell	20393129
mir-34a	Leukemia, Lymphocytic, Chronic, B-Cell	20393129
mir-208a	Myocardial Ischemic-Reperfusion Injury	20395621
mir-1224	Lupus Nephritis	20485490
mir-371a	Lupus Nephritis	20485490
mir-423	Lupus Nephritis	20485490
mir-638	Lupus Nephritis	20485490
mir-663a	Lupus Nephritis	20485490
let-7b	Leukemia, Acute	20561445
mir-128-1	Leukemia, Acute	20561445
mir-155	Leukemia, Acute	20561445
mir-15a	Leukemia, Lymphocytic, Chronic, B-Cell	20561445
mir-16-1	Leukemia, Lymphocytic, Chronic, B-Cell	20561445
mir-181a	Leukemia, Acute	20561445
mir-181a	Leukemia, Lymphocytic, Chronic, B-Cell	20561445
mir-181b	Leukemia, Lymphocytic, Chronic, B-Cell	20561445
mir-223	Leukemia, Acute	20561445
mir-29b	Leukemia, Lymphocytic, Chronic, B-Cell	20561445
mir-195	Breast Neoplasms	20576643
let-7f	Lung Neoplasms	20595154
mir-30e	Lung Neoplasms	20595154
mir-126	Coronary Artery Disease	20595655
mir-17	Coronary Artery Disease	20595655
mir-92a	Coronary Artery Disease	20595655
mir-196a	Adenocarcinoma, Pancreatic Ductal	20614181
mir-221	Carcinoma, Rectal	20880178
mir-145	Acute Myocardial Infarction	20886220
mir-30c	Acute Myocardial Infarction	20886220
mir-210	Atherosclerosis	20888330
mir-221	Atherosclerosis	20888330
mir-222	Atherosclerosis	20888330
mir-29a	Scleroderma, Localized	21129921
mir-29a	Scleroderma, Systemic	21129921
mir-302a	Neoplasms [unspecific]	21173133
mir-302b	Neoplasms [unspecific]	21173133
mir-302c	Neoplasms [unspecific]	21173133
mir-302d	Neoplasms [unspecific]	21173133
mir-367	Neoplasms [unspecific]	21173133
mir-371a	Neoplasms [unspecific]	21173133
mir-372	Neoplasms [unspecific]	21173133
mir-373	Neoplasms [unspecific]	21173133
mir-17	Leukemia	21176349
mir-18	Leukemia	21176349
mir-19a	Leukemia	21176349
mir-19b-1	Leukemia	21176349
mir-1-1	Parkinson Disease	21295623
mir-1-2	Parkinson Disease	21295623
mir-16-2	Parkinson Disease	21295623
mir-22	Parkinson Disease	21295623
mir-26a-2	Parkinson Disease	21295623
mir-29a	Parkinson Disease	21295623
mir-29b-1	Parkinson Disease	21295623
mir-29b-2	Parkinson Disease	21295623
mir-29c	Parkinson Disease	21295623
mir-30a	Parkinson Disease	21295623
mir-132	Obesity	21367929
mir-17	Obesity	21367929
mir-1-1	Muscular Dystrophy, Duchenne	21425469
mir-1-2	Muscular Dystrophy, Duchenne	21425469
mir-133a-1	Muscular Dystrophy, Duchenne	21425469
mir-133a-2	Muscular Dystrophy, Duchenne	21425469
mir-133b	Muscular Dystrophy, Duchenne	21425469
mir-20a	Leukemia, Lymphocytic, Chronic, B-Cell	21460253
mir-103	Leukemia, Myeloid, Chronic	21501493
mir-144	Leukemia, Myeloid, Chronic	21501493
mir-150	Leukemia, Myeloid, Chronic	21501493
mir-155	Leukemia, Myeloid, Chronic	21501493
mir-17	Leukemia, Myeloid, Chronic	21501493
mir-181a	Leukemia, Myeloid, Chronic	21501493
mir-19a	Leukemia, Myeloid, Chronic	21501493
mir-20a	Leukemia, Myeloid, Chronic	21501493
mir-221	Leukemia, Myeloid, Chronic	21501493
mir-222	Leukemia, Myeloid, Chronic	21501493
let-7a-1	Myelodysplastic Syndromes	21602527
let-7a-2	Myelodysplastic Syndromes	21602527
let-7a-3	Myelodysplastic Syndromes	21602527
mir-16-1	Myelodysplastic Syndromes	21602527
mir-16-2	Myelodysplastic Syndromes	21602527
mir-122	Hepatitis B Virus Infection	21606975
mir-210	Acute Cerebral Ischemia	21622133
mir-19b	Leukemia, Lymphoblastic, Acute, T-Cell	21642990
mir-20a	Leukemia, Lymphoblastic, Acute, T-Cell	21642990
mir-223	Leukemia, Lymphoblastic, Acute, T-Cell	21642990
mir-26a	Leukemia, Lymphoblastic, Acute, T-Cell	21642990
mir-92	Leukemia, Lymphoblastic, Acute, T-Cell	21642990
mir-210	Acute Kidney Failure	21700819
mir-34a	Schizophrenia	21738743
mir-100	Atherosclerosis	21817153
mir-127	Atherosclerosis	21817153
mir-133a-1	Atherosclerosis	21817153
mir-133a-2	Atherosclerosis	21817153
mir-133b	Atherosclerosis	21817153
mir-145	Atherosclerosis	21817153
mir-20a	Myocardial Infarction	21949348
mir-326	Multiple Sclerosis	21949733
mir-29a	Tuberculosis, Pulmonary	21998423
mir-126	Parkinson Disease	22003392
mir-147a	Parkinson Disease	22003392
mir-151a	Parkinson Disease	22003392
mir-199a-1	Parkinson Disease	22003392
mir-199a-2	Parkinson Disease	22003392
mir-199b	Parkinson Disease	22003392
mir-19b-1	Parkinson Disease	22003392
mir-19b-2	Parkinson Disease	22003392
mir-26a-1	Parkinson Disease	22003392
mir-26a-2	Parkinson Disease	22003392
mir-28	Parkinson Disease	22003392
mir-29b-1	Parkinson Disease	22003392
mir-29b-2	Parkinson Disease	22003392
mir-29c	Parkinson Disease	22003392
mir-301a	Parkinson Disease	22003392
mir-30b	Parkinson Disease	22003392
mir-30c-1	Parkinson Disease	22003392
mir-30c-2	Parkinson Disease	22003392
mir-335	Parkinson Disease	22003392
mir-374a	Parkinson Disease	22003392
mir-374b	Parkinson Disease	22003392
mir-126	Carcinoma, Lung, Non-Small-Cell	22009180
mir-183	Carcinoma, Lung, Non-Small-Cell	22009180
mir-222	Carcinoma, Lung, Non-Small-Cell	22009180
mir-29a	Colorectal Carcinoma	22018950
mir-21	Hepatitis C Virus Infection	22066022
mir-21	Squamous Cell Carcinoma, Head and Neck	22094257
let-7g	Schizophrenia	22094284
mir-103a-1	Schizophrenia	22094284
mir-103a-2	Schizophrenia	22094284
mir-103b-1	Schizophrenia	22094284
mir-103b-2	Schizophrenia	22094284
mir-17	Schizophrenia	22094284
mir-181b-1	Schizophrenia	22094284
mir-181b-2	Schizophrenia	22094284
mir-195	Schizophrenia	22094284
mir-219-2	Schizophrenia	22094284
mir-346	Schizophrenia	22094284
mir-92a-1	Schizophrenia	22094284
mir-122	Carcinoma, Hepatocellular	22105822
mir-192	Carcinoma, Hepatocellular	22105822
mir-21	Carcinoma, Hepatocellular	22105822
mir-223	Carcinoma, Hepatocellular	22105822
mir-26a-1	Carcinoma, Hepatocellular	22105822
mir-26a-2	Carcinoma, Hepatocellular	22105822
mir-27a	Carcinoma, Hepatocellular	22105822
let-7g	Multiple Sclerosis	22108567
mir-150	Multiple Sclerosis	22108567
mir-137	Alzheimer Disease	22155483
mir-181c	Alzheimer Disease	22155483
mir-29a	Alzheimer Disease	22155483
mir-29b-1	Alzheimer Disease	22155483
mir-29b-2	Alzheimer Disease	22155483
mir-9-1	Alzheimer Disease	22155483
mir-9-2	Alzheimer Disease	22155483
mir-9-3	Alzheimer Disease	22155483
mir-221	Breast Neoplasms	22156446
mir-16	Gastrointestinal Neoplasms	22198701
mir-93	Gastrointestinal Neoplasms	22198701
let-7b	Leukemia	22209839
mir-128	Leukemia	22209839
mir-223	Leukemia	22209839
mir-122	Hepatitis B Virus Infection	22239527
mir-141	Prostate Neoplasms	22240788
mir-375	Prostate Neoplasms	22240788
mir-499a	Myocardial Infarction	22252325
mir-421	Gastric Neoplasms	22263628
mir-16-1	Breast Neoplasms	22298638
mir-16-2	Breast Neoplasms	22298638
mir-222	Breast Neoplasms	22298638
mir-25	Breast Neoplasms	22298638
mir-324	Breast Neoplasms	22298638
mir-224	Giant Cell Tumor of Bone	22326282
mir-297	Sepsis	22344312
mir-574	Sepsis	22344312
mir-181b-1	Leukemia, Lymphocytic, Chronic, B-Cell	22350310
mir-181b-2	Leukemia, Lymphocytic, Chronic, B-Cell	22350310
mir-215	Breast Neoplasms	22353773
mir-299	Breast Neoplasms	22353773
mir-411	Breast Neoplasms	22353773
mir-452	Breast Neoplasms	22353773
mir-210	Breast Neoplasms	22370716
let-7c	Hepatitis B Virus Infection	22392036
mir-122	Hepatitis B Virus Infection	22392036
mir-150	Hepatitis B Virus Infection	22392036
mir-23b	Hepatitis B Virus Infection	22392036
mir-122	Breast Neoplasms	22400902
mir-375	Breast Neoplasms	22400902
mir-513a-1	Liver Cirrhosis	22412969
mir-513a-2	Liver Cirrhosis	22412969
mir-513b	Liver Cirrhosis	22412969
mir-513c	Liver Cirrhosis	22412969
mir-571	Liver Cirrhosis	22412969
mir-652	Liver Cirrhosis	22412969
mir-122	Liver Diseases [unspecific]	22427142
mir-15a	Kidney Neoplasms	22429968
mir-15a	Leukemia	22431542
mir-221	Gastric Neoplasms	22432036
mir-376c	Gastric Neoplasms	22432036
mir-744	Gastric Neoplasms	22432036
mir-101-2	Leukemia, Lymphoblastic, Acute	22456238
mir-148a	Leukemia, Lymphoblastic, Acute	22456238
mir-22	Leukemia, Lymphoblastic, Acute	22456238
mir-223	Leukemia, Lymphoblastic, Acute	22456238
mir-133a-1	Osteoporosis	22506038
mir-133a-2	Osteoporosis	22506038
mir-125b-1	Interstitial Lung Disease	22512273
mir-125b-2	Interstitial Lung Disease	22512273
mir-128-1	Interstitial Lung Disease	22512273
mir-128-2	Interstitial Lung Disease	22512273
mir-20b	Interstitial Lung Disease	22512273
mir-30e	Interstitial Lung Disease	22512273
mir-15b	Chronic Kidney Disease	22512691
mir-122	Sepsis	22719975
mir-15a	Sepsis	22719975
mir-16-1	Sepsis	22719975
mir-16-2	Sepsis	22719975
mir-193a	Sepsis	22719975
mir-223	Sepsis	22719975
mir-483	Sepsis	22719975
mir-126	Myocardial Infarction	22813605
mir-197	Myocardial Infarction	22813605
mir-223	Myocardial Infarction	22813605
mir-155	Esophageal Neoplasms	22891887
mir-27b	Carcinoma, Oral	22902387
mir-199b	Endometrial Neoplasms	22920721
mir-99a	Endometrial Neoplasms	22920721
mir-155	Heart Failure	22939041
mir-17	Lymphoma, Large B-Cell, Diffuse	22964854
mir-18	Lymphoma, Large B-Cell, Diffuse	22964854
mir-19a	Lymphoma, Large B-Cell, Diffuse	22964854
mir-19b-1	Lymphoma, Large B-Cell, Diffuse	22964854
mir-20a	Lymphoma, Large B-Cell, Diffuse	22964854
mir-92-1	Lymphoma, Large B-Cell, Diffuse	22964854
mir-223	Sepsis	23026916
mir-499	Sepsis	23026916
mir-17	Nasopharyngeal Neoplasms	23056289
mir-20a	Nasopharyngeal Neoplasms	23056289
mir-223	Nasopharyngeal Neoplasms	23056289
mir-29c	Nasopharyngeal Neoplasms	23056289
mir-371a	Testicular Neoplasms	23059743
mir-210	Carcinoma, Renal Cell	23064048
mir-155	Kidney Diseases [unspecific]	23070235
mir-155	Breast Neoplasms	23071695
mir-122	Hepatitis C Virus Infection	23085648
mir-126	Diabetes Mellitus, Type 2	23144172
mir-494	Acute Kidney Failure	23160513
mir-208a	Myocardial Infarction	23168198
mir-128	Glioblastoma	23174013
mir-21	Glioblastoma	23174013
mir-342	Glioblastoma	23174013
mir-195	Myocardial Infarction	23236408
mir-30a	Myocardial Infarction	23236408
mir-10b	Breast Neoplasms	23238818
mir-373	Breast Neoplasms	23238818
mir-1246	Heart Failure	23247724
mir-142	Heart Failure	23247724
mir-454	Heart Failure	23247724
mir-500	Heart Failure	23247724
mir-129-1	Gastric Neoplasms	23307240
mir-129-2	Gastric Neoplasms	23307240
mir-211	Pancreatic Neoplasms	23329235
mir-133b	Lung Neoplasms	23337359
mir-206	Lung Neoplasms	23337359
mir-106b	Lung Disease [unspecific]	23338559
mir-199a	Carcinoma, Lung, Non-Small-Cell	23342174
mir-133a-2	Myocardial Infarction	23347612
mir-423	Myocardial Infarction	23347612
mir-1246	Esophageal Neoplasms	23361059
mir-122	Hepatitis C Virus Infection	23383654
mir-20a	Hepatitis C Virus Infection	23390075
mir-150	Leukemia, Myeloid, Acute	23391324
mir-342	Leukemia, Myeloid, Acute	23391324
mir-142	Lung Neoplasms	23410826
let-7c	Multiple Myeloma	23424776
mir-16	Multiple Myeloma	23424776
mir-181a	Multiple Myeloma	23424776
mir-181b	Multiple Myeloma	23424776
mir-449	Multiple Myeloma	23424776
mir-27a	Pancreatic Neoplasms	23430754
mir-29b-1	Alzheimer Disease	23435408
mir-29b-2	Alzheimer Disease	23435408
let-7a	Gastric Neoplasms	23519840
mir-20a	Gastric Neoplasms	23521833
mir-320a	Gastric Neoplasms	23521833
let-7b	Ovarian Neoplasms	23542579
mir-132	Ovarian Neoplasms	23542579
mir-145	Ovarian Neoplasms	23542579
mir-26a	Ovarian Neoplasms	23542579
mir-583	Hepatitis B Virus Infection	23554832
mir-663	Hepatitis B Virus Infection	23554832
mir-200c	Prostate Neoplasms	23574937
mir-18a	Squamous Cell Carcinoma, Esophageal	23579215
mir-1	Myocardial Infarction	23630629
mir-1	Myocardial Infarction	23641832
mir-134	Myocardial Infarction	23641832
mir-186	Myocardial Infarction	23641832
mir-208	Myocardial Infarction	23641832
mir-499	Myocardial Infarction	23641832
let-7d	Hepatitis C Virus Infection	23650540
mir-146a	Hepatitis C Virus Infection	23650540
mir-155	Hepatitis C Virus Infection	23650540
mir-16	Hepatitis C Virus Infection	23650540
mir-21	Hepatitis C Virus Infection	23650540
mir-26b	Hepatitis C Virus Infection	23650540
mir-18a	Colorectal Carcinoma	23673725
mir-29a	Colorectal Carcinoma	23673725
mir-208	Heart Failure	23676496
mir-499	Heart Failure	23676496
mir-103	Heart Failure	23696613
mir-142	Heart Failure	23696613
mir-30b	Heart Failure	23696613
mir-342	Heart Failure	23696613
mir-134	Pancreatic Neoplasms	23697990
mir-146a	Pancreatic Neoplasms	23697990
mir-1825	Pancreatic Neoplasms	23697990
mir-24	Pancreatic Neoplasms	23697990
mir-378	Pancreatic Neoplasms	23697990
mir-484	Pancreatic Neoplasms	23697990
mir-628	Pancreatic Neoplasms	23697990
mir-122	Carcinoma, Hepatocellular	23723713
mir-199a-1	Gastric Neoplasms	23733518
mir-199a-2	Gastric Neoplasms	23733518
mir-145	Heart Failure	23736534
mir-26b	Heart Failure	23736534
mir-29a	Heart Failure	23736534
mir-30e	Heart Failure	23736534
mir-92a-1	Heart Failure	23736534
mir-92a-2	Heart Failure	23736534
mir-1-1	Myocardial Infarction	23747779
mir-1-2	Myocardial Infarction	23747779
mir-133a-1	Myocardial Infarction	23747779
mir-133a-2	Myocardial Infarction	23747779
mir-208a	Myocardial Infarction	23747779
mir-155	Breast Neoplasms	23748853
mir-17	Breast Neoplasms	23748853
mir-34a	Breast Neoplasms	23748853
mir-373	Breast Neoplasms	23748853
mir-10a	Carcinoma, Lung, Non-Small-Cell	23756108
mir-126	Carcinoma, Lung, Non-Small-Cell	23756108
mir-145	Carcinoma, Lung, Non-Small-Cell	23756108
mir-21	Carcinoma, Lung, Non-Small-Cell	23756108
mir-30d	Carcinoma, Lung, Non-Small-Cell	23756108
mir-30e	Carcinoma, Lung, Non-Small-Cell	23756108
mir-451a	Carcinoma, Lung, Non-Small-Cell	23756108
mir-451b	Carcinoma, Lung, Non-Small-Cell	23756108
mir-195	Carcinoma, Adrenocortical	23756429
mir-483	Carcinoma, Adrenocortical	23756429
mir-145	Multiple Sclerosis	23773985
mir-27a	Pancreatic Neoplasms	23782250
mir-424	Fragile X Syndrome	23790110
mir-574	Fragile X Syndrome	23790110
mir-1246	Early-Stage Cervical Squamous Cell Carcinoma	23799609
mir-20a	Early-Stage Cervical Squamous Cell Carcinoma	23799609
mir-2392	Early-Stage Cervical Squamous Cell Carcinoma	23799609
mir-3162	Early-Stage Cervical Squamous Cell Carcinoma	23799609
mir-4484	Early-Stage Cervical Squamous Cell Carcinoma	23799609
mir-106b	Gastric Neoplasms	23806809
mir-146a	Gastric Neoplasms	23806809
mir-148a	Gastric Neoplasms	23806809
mir-21	Gastric Neoplasms	23806809
mir-223	Gastric Neoplasms	23806809
mir-27a	Gastric Neoplasms	23806809
mir-433	Gastric Neoplasms	23806809
mir-1	Carcinoma, Hepatocellular	23810247
mir-122	Carcinoma, Hepatocellular	23810247
mir-122	Chronic Obstructive Pulmonary Disease	23814167
mir-16	Chronic Obstructive Pulmonary Disease	23814167
mir-107	Pancreatic Neoplasms	23834149
mir-29c	Colorectal Carcinoma	23840538
mir-145	Stroke	23860376
mir-221	Stroke	23860376
mir-145	Melanoma	23863473
mir-150	Melanoma	23863473
mir-155	Melanoma	23863473
mir-203	Melanoma	23863473
mir-205	Melanoma	23863473
mir-9	Melanoma	23863473
mir-130b	Metabolic Syndrome	23868745
mir-106b	Neoplasms [unspecific]	23874370
mir-140	Neoplasms [unspecific]	23874370
mir-15b	Neoplasms [unspecific]	23874370
mir-16	Neoplasms [unspecific]	23874370
mir-185	Neoplasms [unspecific]	23874370
mir-191	Neoplasms [unspecific]	23874370
mir-19b	Neoplasms [unspecific]	23874370
mir-30d	Neoplasms [unspecific]	23874370
mir-320a	Neoplasms [unspecific]	23874370
mir-425	Neoplasms [unspecific]	23874370
mir-486	Neoplasms [unspecific]	23874370
mir-92a	Neoplasms [unspecific]	23874370
mir-125a	Rheumatoid Arthritis	23874885
mir-24	Rheumatoid Arthritis	23874885
mir-125b	Machado-Joseph Disease	23879331
mir-25	Machado-Joseph Disease	23879331
mir-29a	Machado-Joseph Disease	23879331
mir-34b	Machado-Joseph Disease	23879331
mir-205	Carcinoma, Lung, Non-Small-Cell	23881177
mir-21	Carcinoma, Lung, Non-Small-Cell	23881177
mir-16	Liver Diseases [unspecific]	23886700
mir-223	Liver Diseases [unspecific]	23886700
let-7d	Alzheimer Disease	23922807
let-7g	Alzheimer Disease	23922807
mir-142	Alzheimer Disease	23922807
